species,Class,group,adult mass (g),log adult mass (g),hatchling / neonate mass (g),log hatchling / neonate mass (g),offspring/adult size ratio
Holcosus_anomalus,Reptilia,Sauria,26.2,1.418,2.0,0.301,7.6%
Carlia_eothen,Reptilia,Sauria,3.0,0.477,0.2,-0.639,7.7%
Diporiphora_bennettii,Reptilia,Sauria,4.5,0.657,0.3,-0.458,7.7%
Sphenomorphus_cranei,Reptilia,Sauria,5.1,0.712,0.4,-0.403,7.7%
Tupinambis_quadrilineatus,Reptilia,Sauria,259.6,2.414,20.0,1.300,7.7%
Anolis_planiceps,Reptilia,Sauria,5.0,0.703,0.4,-0.411,7.7%
Cnemidophorus_murinus,Reptilia,Sauria,26.0,1.415,2.0,0.301,7.7%
Sceloporus_minor,Reptilia,Sauria,13.1,1.117,1.0,0.003,7.7%
Ptychoglossus_kugleri,Reptilia,Sauria,3.6,0.551,0.3,-0.562,7.7%
Mediodactylus_russowii,Reptilia,Sauria,1.7,0.240,0.1,-0.873,7.7%
Anolis_polylepis,Reptilia,Sauria,2.0,0.301,0.2,-0.812,7.7%
Marisora_unimarginata,Reptilia,Sauria,5.7,0.757,0.4,-0.355,7.7%
Pachydactylus_bicolor,Reptilia,Sauria,1.9,0.268,0.1,-0.845,7.7%
Gekko_grossmanni,Reptilia,Sauria,9.3,0.968,0.7,-0.144,7.7%
Gymnophthalmus_underwoodi,Reptilia,Sauria,1.1,0.038,0.1,-1.073,7.7%
Anolis_bimaculatus,Reptilia,Sauria,4.8,0.678,0.4,-0.433,7.7%
Ctenophorus_ornatus,Reptilia,Sauria,16.6,1.220,1.3,0.108,7.7%
Anolis_proboscis,Reptilia,Sauria,8.3,0.919,0.6,-0.193,7.7%
Ctenophorus_isolepis,Reptilia,Sauria,6.2,0.792,0.5,-0.319,7.7%
Cordylus_tropidosternum,Reptilia,Sauria,8.0,0.905,0.6,-0.205,7.8%
Phelsuma_dubia,Reptilia,Sauria,3.3,0.519,0.3,-0.591,7.8%
Woodworthia_brunnea,Reptilia,Sauria,6.3,0.798,0.5,-0.311,7.8%
Ameivula_ocellifera,Reptilia,Sauria,6.9,0.837,0.5,-0.271,7.8%
Pholidoscelis_plei,Reptilia,Sauria,18.8,1.274,1.5,0.166,7.8%
Ctenotus_brooksi,Reptilia,Sauria,1.8,0.252,0.1,-0.856,7.8%
Amphisbaena_cunhai,Reptilia,Sauria,3.6,0.559,0.3,-0.548,7.8%
Coleonyx_reticulatus,Reptilia,Sauria,13.2,1.120,1.0,0.014,7.8%
Anolis_roquet,Reptilia,Sauria,3.0,0.482,0.2,-0.625,7.8%
Cyrtodactylus_paradoxus,Reptilia,Sauria,7.2,0.860,0.6,-0.246,7.8%
Anolis_richardii,Reptilia,Sauria,7.5,0.878,0.6,-0.228,7.8%
Stenocercus_guentheri,Reptilia,Sauria,10.5,1.023,0.8,-0.083,7.8%
Ctenophorus_decresii,Reptilia,Sauria,11.8,1.072,0.9,-0.034,7.8%
Uracentron_flaviceps,Reptilia,Sauria,30.6,1.486,2.4,0.380,7.8%
Rhoptropus_barnardi,Reptilia,Sauria,2.0,0.296,0.2,-0.810,7.8%
Anolis_evermanni,Reptilia,Sauria,2.3,0.359,0.2,-0.746,7.8%
Anolis_lividus,Reptilia,Sauria,2.3,0.359,0.2,-0.746,7.8%
Ctenotus_regius,Reptilia,Sauria,5.0,0.701,0.4,-0.403,7.9%
Phoenicolacerta_troodica,Reptilia,Sauria,5.1,0.711,0.4,-0.392,7.9%
Acanthodactylus_erythrurus,Reptilia,Sauria,7.5,0.876,0.6,-0.227,7.9%
Hemidactylus_frenatus,Reptilia,Sauria,3.2,0.512,0.3,-0.591,7.9%
Diplodactylus_conspicillatus,Reptilia,Sauria,4.0,0.599,0.3,-0.504,7.9%
Anolis_tandai,Reptilia,Sauria,5.8,0.763,0.5,-0.339,7.9%
Lepidodactylus_herrei,Reptilia,Sauria,2.0,0.291,0.2,-0.810,7.9%
Holbrookia_maculata,Reptilia,Sauria,6.1,0.786,0.5,-0.315,7.9%
Liopholis_inornata,Reptilia,Sauria,7.9,0.899,0.6,-0.201,8.0%
Cyrtodactylus_seribuatensis,Reptilia,Sauria,6.1,0.785,0.5,-0.312,8.0%
Cophoscincopus_simulans,Reptilia,Sauria,2.7,0.429,0.2,-0.668,8.0%
Sarada_superba,Reptilia,Sauria,6.8,0.831,0.5,-0.267,8.0%
Carlia_pectoralis,Reptilia,Sauria,1.5,0.173,0.1,-0.924,8.0%
Anolis_lionotus,Reptilia,Sauria,5.1,0.709,0.4,-0.387,8.0%
Carlia_amax,Reptilia,Sauria,0.9,-0.056,0.1,-1.152,8.0%
Aspidoscelis_cozumelus,Reptilia,Sauria,7.2,0.859,0.6,-0.237,8.0%
Vanzosaura_rubricauda,Reptilia,Sauria,0.8,-0.092,0.1,-1.187,8.0%
Glaphyromorphus_mjobergi,Reptilia,Sauria,13.9,1.143,1.1,0.048,8.0%
Takydromus_kuehnei,Reptilia,Sauria,4.0,0.597,0.3,-0.497,8.0%
Varanus_eremius,Reptilia,Sauria,36.9,1.566,3.0,0.472,8.0%
Gehyra_mutilata,Reptilia,Sauria,3.0,0.474,0.2,-0.620,8.1%
Cnemaspis_kumarasinghei,Reptilia,Sauria,0.7,-0.164,0.1,-1.257,8.1%
Tropidurus_catalanensis,Reptilia,Sauria,19.5,1.291,1.6,0.197,8.1%
Darevskia_valentini,Reptilia,Sauria,6.5,0.814,0.5,-0.279,8.1%
Cnemaspis_kandiana,Reptilia,Sauria,0.9,-0.032,0.1,-1.126,8.1%
Sceloporus_melanorhinus,Reptilia,Sauria,22.1,1.344,1.8,0.252,8.1%
Anolis_homolechis,Reptilia,Sauria,1.3,0.100,0.1,-0.992,8.1%
Caesoris_novaecaledoniae,Reptilia,Sauria,5.4,0.736,0.4,-0.355,8.1%
Panaspis_breviceps,Reptilia,Sauria,6.1,0.782,0.5,-0.309,8.1%
Darevskia_raddei,Reptilia,Sauria,5.1,0.709,0.4,-0.382,8.1%
Gekko_scientiadventura,Reptilia,Sauria,6.0,0.779,0.5,-0.312,8.1%
Sceloporus_virgatus,Reptilia,Sauria,6.4,0.803,0.5,-0.288,8.1%
Cyrtodactylus_quadrivirgatus,Reptilia,Sauria,5.4,0.732,0.4,-0.359,8.1%
Aspidoscelis_laredoensis,Reptilia,Sauria,11.1,1.045,0.9,-0.045,8.1%
Lobulia_stellaris,Reptilia,Sauria,3.9,0.586,0.3,-0.503,8.1%
Cyclodomorphus_branchialis,Reptilia,Sauria,16.0,1.205,1.3,0.116,8.1%
Sceloporus_undulatus,Reptilia,Sauria,9.0,0.953,0.7,-0.136,8.2%
Oligosoma_smithi,Reptilia,Sauria,4.3,0.636,0.4,-0.452,8.2%
Gallotia_galloti,Reptilia,Sauria,15.5,1.190,1.3,0.102,8.2%
Brookesia_tristis,Reptilia,Sauria,0.4,-0.435,0.0,-1.523,8.2%
Gonatodes_annularis,Reptilia,Sauria,2.5,0.394,0.2,-0.694,8.2%
Hemidactylus_platyurus,Reptilia,Sauria,3.6,0.552,0.3,-0.536,8.2%
Emoia_caeruleocauda,Reptilia,Sauria,2.3,0.360,0.2,-0.728,8.2%
Phyllopezus_pollicaris,Reptilia,Sauria,9.2,0.966,0.8,-0.121,8.2%
Vhembelacerta_rupicola,Reptilia,Sauria,2.4,0.386,0.2,-0.700,8.2%
Morethia_taeniopleura,Reptilia,Sauria,1.0,0.014,0.1,-1.072,8.2%
Cyrtodactylus_soba,Reptilia,Sauria,17.8,1.251,1.5,0.166,8.2%
Brasiliscincus_caissara,Reptilia,Sauria,6.3,0.798,0.5,-0.287,8.2%
Saproscincus_challengeri,Reptilia,Sauria,2.6,0.416,0.2,-0.668,8.2%
Egernia_napoleonis,Reptilia,Sauria,15.9,1.201,1.3,0.116,8.2%
Gekko_palmatus,Reptilia,Sauria,8.3,0.921,0.7,-0.164,8.2%
Pachydactylus_vansoni,Reptilia,Sauria,2.2,0.340,0.2,-0.743,8.3%
Lampropholis_coggeri,Reptilia,Sauria,0.9,-0.068,0.1,-1.152,8.3%
Diporiphora_magna,Reptilia,Sauria,6.5,0.816,0.5,-0.267,8.3%
Hemidactylus_flaviviridis,Reptilia,Sauria,5.3,0.724,0.4,-0.359,8.3%
Harpesaurus_borneensis,Reptilia,Sauria,6.2,0.789,0.5,-0.293,8.3%
Holcosus_quadrilineatus,Reptilia,Sauria,9.4,0.973,0.8,-0.109,8.3%
Coleonyx_mitratus,Reptilia,Sauria,8.4,0.927,0.7,-0.155,8.3%
Ctenotus_hanloni,Reptilia,Sauria,7.2,0.860,0.6,-0.222,8.3%
Heteronotia_binoei,Reptilia,Sauria,2.5,0.401,0.2,-0.680,8.3%
Phymaturus_palluma,Reptilia,Sauria,33.4,1.524,2.8,0.444,8.3%
Concinnia_brachysoma,Reptilia,Sauria,6.9,0.841,0.6,-0.240,8.3%
Anolis_rejectus,Reptilia,Sauria,0.8,-0.122,0.1,-1.202,8.3%
Emoia_cyanura,Reptilia,Sauria,1.8,0.256,0.2,-0.823,8.3%
Paroedura_lohatsara,Reptilia,Sauria,9.2,0.962,0.8,-0.117,8.3%
Concinnia_queenslandiae,Reptilia,Sauria,6.8,0.835,0.6,-0.243,8.4%
Woodworthia_chrysosiretica,Reptilia,Sauria,6.1,0.788,0.5,-0.288,8.4%
Techmarscincus_jigurru,Reptilia,Sauria,8.3,0.917,0.7,-0.159,8.4%
Spondylurus_anegadae,Reptilia,Sauria,4.7,0.673,0.4,-0.403,8.4%
Cyclodomorphus_venustus,Reptilia,Sauria,13.3,1.123,1.1,0.048,8.4%
Darevskia_pontica,Reptilia,Sauria,3.7,0.570,0.3,-0.505,8.4%
Anolis_krugi,Reptilia,Sauria,1.1,0.043,0.1,-1.031,8.4%
Diporiphora_reginae,Reptilia,Sauria,8.5,0.929,0.7,-0.145,8.4%
Heloderma_suspectum,Reptilia,Sauria,538.5,2.731,45.4,1.657,8.4%
Takydromus_wolteri,Reptilia,Sauria,3.1,0.490,0.3,-0.584,8.4%
Anolis_argenteolus,Reptilia,Sauria,2.2,0.334,0.2,-0.740,8.4%
Anadia_rhombifera,Reptilia,Sauria,5.8,0.763,0.5,-0.310,8.4%
Aspidoscelis_uniparens,Reptilia,Sauria,7.1,0.851,0.6,-0.222,8.4%
Trachylepis_variegata,Reptilia,Sauria,1.2,0.078,0.1,-0.996,8.4%
Cryptoblepharus_carnabyi,Reptilia,Sauria,1.0,0.002,0.1,-1.072,8.4%
Ristella_travancorica,Reptilia,Sauria,0.7,-0.163,0.1,-1.237,8.4%
Lankascincus_fallax,Reptilia,Sauria,1.0,0.021,0.1,-1.052,8.4%
Phyllodactylus_leoni,Reptilia,Sauria,3.1,0.485,0.3,-0.588,8.4%
Psammodromus_hispanicus,Reptilia,Sauria,2.7,0.429,0.2,-0.644,8.4%
Liolaemus_lineomaculatus,Reptilia,Sauria,5.3,0.724,0.4,-0.349,8.5%
Phyllodactylus_pulcher,Reptilia,Sauria,4.0,0.601,0.3,-0.472,8.5%
Anolis_cristatellus,Reptilia,Sauria,2.8,0.448,0.2,-0.625,8.5%
Naultinus_gemmeus,Reptilia,Sauria,6.7,0.827,0.6,-0.245,8.5%
Sceloporus_jarrovii,Reptilia,Sauria,12.9,1.111,1.1,0.040,8.5%
Saltuarius_moritzi,Reptilia,Sauria,22.5,1.352,1.9,0.280,8.5%
Liolaemus_olongasta,Reptilia,Sauria,6.0,0.776,0.5,-0.296,8.5%
Aspidoscelis_deppii,Reptilia,Sauria,8.7,0.940,0.7,-0.131,8.5%
Sceloporus_dugesii,Reptilia,Sauria,8.6,0.934,0.7,-0.136,8.5%
Podarcis_tiliguerta,Reptilia,Sauria,5.3,0.721,0.4,-0.348,8.5%
Sceloporus_malachiticus,Reptilia,Sauria,12.2,1.088,1.0,0.019,8.5%
Varanus_brevicauda,Reptilia,Sauria,11.1,1.043,0.9,-0.025,8.5%
Stenocercus_chrysopygus,Reptilia,Sauria,10.8,1.032,0.9,-0.037,8.5%
Anolis_ophiolepis,Reptilia,Sauria,0.7,-0.134,0.1,-1.202,8.5%
Tropidurus_montanus,Reptilia,Sauria,14.8,1.170,1.3,0.102,8.6%
Tiliqua_adelaidensis,Reptilia,Sauria,18.7,1.273,1.6,0.205,8.6%
Loxopholis_parietalis,Reptilia,Sauria,0.9,-0.035,0.1,-1.102,8.6%
Podarcis_bocagei,Reptilia,Sauria,3.4,0.537,0.3,-0.530,8.6%
Sphenomorphus_taiwanensis,Reptilia,Sauria,2.8,0.444,0.2,-0.622,8.6%
Ameiva_parecis,Reptilia,Sauria,14.4,1.159,1.2,0.093,8.6%
Agama_kirkii,Reptilia,Sauria,16.3,1.212,1.4,0.146,8.6%
Iberolacerta_bonnali,Reptilia,Sauria,4.1,0.614,0.4,-0.451,8.6%
Cyrtodactylus_guakanthanensis,Reptilia,Sauria,11.1,1.045,1.0,-0.021,8.6%
Cyrtodactylus_philippinicus,Reptilia,Sauria,10.4,1.018,0.9,-0.048,8.6%
Anatololacerta_danfordi,Reptilia,Sauria,4.9,0.688,0.4,-0.377,8.6%
Liburnascincus_scirtetis,Reptilia,Sauria,5.7,0.756,0.5,-0.309,8.6%
Leiolepis_belliana,Reptilia,Sauria,22.6,1.353,1.9,0.288,8.6%
Panaspis_maculicollis,Reptilia,Sauria,0.8,-0.088,0.1,-1.152,8.6%
Eremias_grammica,Reptilia,Sauria,4.7,0.672,0.4,-0.392,8.6%
Liolaemus_eleodori,Reptilia,Sauria,7.6,0.882,0.7,-0.182,8.6%
Oligosoma_zelandicum,Reptilia,Sauria,3.2,0.507,0.3,-0.556,8.6%
Plestiodon_reynoldsi,Reptilia,Sauria,3.2,0.507,0.3,-0.556,8.6%
Stenocercus_roseiventris,Reptilia,Sauria,29.8,1.475,2.6,0.411,8.6%
Cryptoblepharus_virgatus,Reptilia,Sauria,1.0,-0.009,0.1,-1.072,8.7%
Ptychoglossus_danieli,Reptilia,Sauria,3.6,0.556,0.3,-0.506,8.7%
Anadia_bogotensis,Reptilia,Sauria,3.0,0.470,0.3,-0.591,8.7%
Gekko_monarchus,Reptilia,Sauria,6.1,0.782,0.5,-0.279,8.7%
Parvoscincus_steerei,Reptilia,Sauria,0.5,-0.305,0.0,-1.365,8.7%
Oedura_tryoni,Reptilia,Sauria,10.3,1.014,0.9,-0.046,8.7%
Naultinus_manukanus,Reptilia,Sauria,8.0,0.905,0.7,-0.155,8.7%
Blanus_strauchi,Reptilia,Sauria,8.7,0.939,0.8,-0.121,8.7%
Ophisops_jerdonii,Reptilia,Sauria,1.5,0.185,0.1,-0.875,8.7%
Anolis_oculatus,Reptilia,Sauria,3.0,0.474,0.3,-0.585,8.7%
Carlia_storri,Reptilia,Sauria,1.4,0.153,0.1,-0.905,8.8%
Calyptotis_lepidorostrum,Reptilia,Sauria,2.1,0.330,0.2,-0.728,8.8%
Gonatodes_concinnatus,Reptilia,Sauria,1.8,0.263,0.2,-0.794,8.8%
Ctenophorus_adelaidensis,Reptilia,Sauria,3.0,0.477,0.3,-0.581,8.8%
Anolis_loysiana,Reptilia,Sauria,1.1,0.026,0.1,-1.031,8.8%
Pseudothecadactylus_lindneri,Reptilia,Sauria,21.7,1.336,1.9,0.279,8.8%
Lankascincus_taylori,Reptilia,Sauria,1.4,0.133,0.1,-0.924,8.8%
Gehyra_oceanica,Reptilia,Sauria,8.5,0.932,0.8,-0.124,8.8%
Mediodactylus_brachykolon,Reptilia,Sauria,3.0,0.470,0.3,-0.586,8.8%
Lepidodactylus_yami,Reptilia,Sauria,1.0,-0.005,0.1,-1.061,8.8%
Anolis_distichus,Reptilia,Sauria,1.8,0.243,0.2,-0.812,8.8%
Iberolacerta_horvathi,Reptilia,Sauria,4.2,0.627,0.4,-0.428,8.8%
Aphaniotis_acutirostris,Reptilia,Sauria,4.0,0.597,0.3,-0.458,8.8%
Darevskia_saxicola,Reptilia,Sauria,4.5,0.655,0.4,-0.400,8.8%
Zygaspis_violacea,Reptilia,Sauria,1.7,0.238,0.2,-0.816,8.8%
Darevskia_brauneri,Reptilia,Sauria,4.9,0.687,0.4,-0.367,8.8%
Hemidactylus_imbricatus,Reptilia,Sauria,3.3,0.519,0.3,-0.536,8.8%
Lygodactylus_rex,Reptilia,Sauria,1.6,0.202,0.1,-0.852,8.8%
Tenuidactylus_bogdanovi,Reptilia,Sauria,4.7,0.671,0.4,-0.382,8.8%
Egernia_striolata,Reptilia,Sauria,26.8,1.428,2.4,0.375,8.9%
Darevskia_caucasica,Reptilia,Sauria,4.1,0.609,0.4,-0.444,8.9%
Varanus_gilleni,Reptilia,Sauria,26.8,1.429,2.4,0.377,8.9%
Cyrtodactylus_lekaguli,Reptilia,Sauria,14.8,1.171,1.3,0.120,8.9%
Darevskia_praticola,Reptilia,Sauria,3.2,0.499,0.3,-0.553,8.9%
Nucras_tessellata,Reptilia,Sauria,8.9,0.950,0.8,-0.101,8.9%
Cercosaura_goeleti,Reptilia,Sauria,3.1,0.488,0.3,-0.562,8.9%
Cercosaura_phelpsorum,Reptilia,Sauria,3.1,0.488,0.3,-0.562,8.9%
Darevskia_dahli,Reptilia,Sauria,4.5,0.658,0.4,-0.392,8.9%
Acanthodactylus_boskianus,Reptilia,Sauria,5.1,0.706,0.5,-0.343,8.9%
Scincella_melanosticta,Reptilia,Sauria,2.1,0.321,0.2,-0.728,8.9%
Carlia_fusca,Reptilia,Sauria,2.2,0.346,0.2,-0.703,8.9%
Liolaemus_pictus,Reptilia,Sauria,6.7,0.828,0.6,-0.220,8.9%
Morethia_storri,Reptilia,Sauria,0.8,-0.104,0.1,-1.152,8.9%
Ptychoglossus_plicatus,Reptilia,Sauria,2.9,0.457,0.3,-0.591,9.0%
Cyrtodactylus_pyadalinensis,Reptilia,Sauria,7.7,0.888,0.7,-0.160,9.0%
Tarentola_darwini,Reptilia,Sauria,4.8,0.682,0.4,-0.365,9.0%
Cordylus_rhodesianus,Reptilia,Sauria,9.3,0.970,0.8,-0.077,9.0%
Darevskia_rostombekowi,Reptilia,Sauria,3.2,0.509,0.3,-0.539,9.0%
Strophurus_taenicauda,Reptilia,Sauria,5.4,0.736,0.5,-0.311,9.0%
Pristurus_simonettai,Reptilia,Sauria,0.5,-0.307,0.0,-1.353,9.0%
Pseudogekko_smaragdinus,Reptilia,Sauria,4.1,0.614,0.4,-0.431,9.0%
Varanus_storri,Reptilia,Sauria,20.4,1.309,1.8,0.264,9.0%
Anolis_nebulosus,Reptilia,Sauria,1.5,0.165,0.1,-0.881,9.0%
Brasiliscincus_agilis,Reptilia,Sauria,7.0,0.845,0.6,-0.201,9.0%
Lepidophyma_dontomasi,Reptilia,Sauria,2.4,0.382,0.2,-0.663,9.0%
Anolis_oxylophus,Reptilia,Sauria,4.3,0.634,0.4,-0.411,9.0%
Proctoporus_unsaacae,Reptilia,Sauria,1.6,0.215,0.1,-0.830,9.0%
Saltuarius_swaini,Reptilia,Sauria,30.5,1.485,2.8,0.440,9.0%
Ptychoglossus_bicolor,Reptilia,Sauria,3.9,0.593,0.4,-0.452,9.0%
Eremias_szczerbaki,Reptilia,Sauria,4.5,0.652,0.4,-0.392,9.0%
Anolis_carolinensis,Reptilia,Sauria,2.5,0.405,0.2,-0.639,9.0%
Archaeolacerta_bedriagae,Reptilia,Sauria,8.4,0.926,0.8,-0.117,9.0%
Sphenomorphus_maindroni,Reptilia,Sauria,4.4,0.640,0.4,-0.403,9.1%
Trapelus_rubrigularis,Reptilia,Sauria,11.8,1.072,1.1,0.029,9.1%
Adolfus_africanus,Reptilia,Sauria,4.7,0.675,0.4,-0.367,9.1%
Podarcis_liolepis,Reptilia,Sauria,4.5,0.651,0.4,-0.391,9.1%
Anolis_maculiventris,Reptilia,Sauria,2.2,0.345,0.2,-0.696,9.1%
Stenocercus_humeralis,Reptilia,Sauria,34.8,1.542,3.2,0.501,9.1%
Aspidoscelis_sexlineatus,Reptilia,Sauria,8.6,0.932,0.8,-0.109,9.1%
Darevskia_chlorogaster,Reptilia,Sauria,4.8,0.683,0.4,-0.358,9.1%
Lobulia_elegans,Reptilia,Sauria,3.4,0.537,0.3,-0.503,9.1%
Carinascincus_greeni,Reptilia,Sauria,5.1,0.706,0.5,-0.332,9.2%
Lepidodactylus_planicaudus,Reptilia,Sauria,1.2,0.067,0.1,-0.971,9.2%
Furcifer_lateralis,Reptilia,Sauria,8.7,0.940,0.8,-0.098,9.2%
Emoia_physicae,Reptilia,Sauria,5.6,0.750,0.5,-0.287,9.2%
Liolaemus_lutzae,Reptilia,Sauria,7.0,0.846,0.6,-0.191,9.2%
Melanoseps_loveridgei,Reptilia,Sauria,4.1,0.610,0.4,-0.427,9.2%
Iberolacerta_aranica,Reptilia,Sauria,4.4,0.641,0.4,-0.396,9.2%
Emoia_taumakoensis,Reptilia,Sauria,2.2,0.333,0.2,-0.704,9.2%
Macropholidus_ataktolepis,Reptilia,Sauria,1.3,0.118,0.1,-0.918,9.2%
Meroles_suborbitalis,Reptilia,Sauria,4.9,0.693,0.5,-0.343,9.2%
Typhlacontias_brevipes,Reptilia,Sauria,3.1,0.488,0.3,-0.548,9.2%
Ctenophorus_maculosus,Reptilia,Sauria,6.6,0.819,0.6,-0.217,9.2%
Cyrtodactylus_tuberculatus,Reptilia,Sauria,22.1,1.344,2.0,0.309,9.2%
Luperosaurus_corfieldi,Reptilia,Sauria,10.5,1.021,1.0,-0.014,9.2%
Anolis_humilis,Reptilia,Sauria,1.1,0.057,0.1,-0.977,9.2%
Leptosiaphos_graueri,Reptilia,Sauria,1.9,0.281,0.2,-0.753,9.3%
Gekko_japonicus,Reptilia,Sauria,5.7,0.754,0.5,-0.279,9.3%
Carlia_tetradactyla,Reptilia,Sauria,2.6,0.421,0.2,-0.611,9.3%
Anolis_chocorum,Reptilia,Sauria,6.4,0.804,0.6,-0.228,9.3%
Cyrtodactylus_intermedius,Reptilia,Sauria,10.9,1.036,1.0,0.004,9.3%
Asaccus_andersoni,Reptilia,Sauria,4.9,0.687,0.5,-0.345,9.3%
Lucasium_stenodactylum,Reptilia,Sauria,3.0,0.474,0.3,-0.557,9.3%
Neusticurus_bicarinatus,Reptilia,Sauria,10.8,1.032,1.0,0.000,9.3%
Psychosaura_macrorhyncha,Reptilia,Sauria,6.0,0.777,0.6,-0.254,9.3%
Anolis_alutaceus,Reptilia,Sauria,0.8,-0.084,0.1,-1.114,9.3%
Phrynocephalus_przewalskii,Reptilia,Sauria,5.9,0.773,0.6,-0.257,9.3%
Paralaudakia_stoliczkana,Reptilia,Sauria,69.6,1.842,6.5,0.812,9.3%
Eremias_multiocellata,Reptilia,Sauria,4.7,0.672,0.4,-0.358,9.3%
Liolaemus_leopardinus,Reptilia,Sauria,21.5,1.333,2.0,0.304,9.4%
Coeranoscincus_reticulatus,Reptilia,Sauria,15.8,1.198,1.5,0.170,9.4%
Anolis_otongae,Reptilia,Sauria,5.3,0.726,0.5,-0.303,9.4%
Diplodactylus_polyophthalmus,Reptilia,Sauria,2.4,0.387,0.2,-0.641,9.4%
Liolaemus_multimaculatus,Reptilia,Sauria,6.7,0.824,0.6,-0.203,9.4%
Pachydactylus_wahlbergii,Reptilia,Sauria,4.4,0.645,0.4,-0.382,9.4%
Trachylepis_tandrefana,Reptilia,Sauria,3.0,0.471,0.3,-0.556,9.4%
Draco_boschmai,Reptilia,Sauria,4.5,0.658,0.4,-0.370,9.4%
Liolaemus_dorbignyi,Reptilia,Sauria,12.3,1.091,1.2,0.065,9.4%
Darevskia_parvula,Reptilia,Sauria,3.3,0.516,0.3,-0.511,9.4%
Gekko_shibatai,Reptilia,Sauria,6.1,0.788,0.6,-0.238,9.4%
Lipinia_noctua,Reptilia,Sauria,1.3,0.105,0.1,-0.920,9.4%
Liolaemus_scolaroi,Reptilia,Sauria,7.4,0.871,0.7,-0.154,9.4%
Sceloporus_formosus,Reptilia,Sauria,12.0,1.079,1.1,0.054,9.4%
Sphaerodactylus_glaucus,Reptilia,Sauria,0.5,-0.276,0.1,-1.300,9.5%
Gekko_melli,Reptilia,Sauria,6.6,0.820,0.6,-0.204,9.5%
Podarcis_vaucheri,Reptilia,Sauria,3.2,0.499,0.3,-0.525,9.5%
Anolis_christophei,Reptilia,Sauria,1.8,0.243,0.2,-0.779,9.5%
Ctenotus_quattuordecimlineatus,Reptilia,Sauria,4.4,0.643,0.4,-0.379,9.5%
Anolis_barkeri,Reptilia,Sauria,6.7,0.827,0.6,-0.195,9.5%
Lygodactylus_chobiensis,Reptilia,Sauria,1.2,0.096,0.1,-0.925,9.5%
Gymnodactylus_amarali,Reptilia,Sauria,2.4,0.372,0.2,-0.648,9.5%
Cercosaura_argulus,Reptilia,Sauria,1.2,0.064,0.1,-0.956,9.6%
Sphenomorphus_wolfi,Reptilia,Sauria,4.1,0.617,0.4,-0.403,9.6%
Afroedura_transvaalica,Reptilia,Sauria,5.1,0.707,0.5,-0.312,9.6%
Chalcides_sepsoides,Reptilia,Sauria,5.2,0.716,0.5,-0.303,9.6%
Anolis_allogus,Reptilia,Sauria,1.6,0.206,0.2,-0.812,9.6%
Hemidactylus_robustus,Reptilia,Sauria,1.9,0.280,0.2,-0.738,9.6%
Oligosoma_lichenigera,Reptilia,Sauria,4.6,0.663,0.4,-0.355,9.6%
Pachydactylus_atorquatus,Reptilia,Sauria,2.8,0.455,0.3,-0.563,9.6%
Anolis_extremus,Reptilia,Sauria,2.8,0.450,0.3,-0.568,9.6%
Cryptoblepharus_litoralis,Reptilia,Sauria,1.5,0.182,0.1,-0.836,9.6%
Hemidactylus_bouvieri,Reptilia,Sauria,2.0,0.296,0.2,-0.721,9.6%
Plestiodon_parviauriculatus,Reptilia,Sauria,2.4,0.377,0.2,-0.639,9.6%
Liolaemus_gracilis,Reptilia,Sauria,3.9,0.591,0.4,-0.426,9.6%
Loxopholis_percarinatum,Reptilia,Sauria,0.6,-0.195,0.1,-1.211,9.6%
Cyrtodactylus_oldhami,Reptilia,Sauria,5.3,0.726,0.5,-0.290,9.6%
Lygisaurus_curtus,Reptilia,Sauria,0.8,-0.111,0.1,-1.127,9.6%
Mesalina_watsonana,Reptilia,Sauria,2.5,0.405,0.2,-0.611,9.6%
Rondonops_xanthomystax,Reptilia,Sauria,3.7,0.563,0.4,-0.452,9.7%
Ptyodactylus_hasselquistii,Reptilia,Sauria,8.8,0.945,0.9,-0.069,9.7%
Eremias_strauchi,Reptilia,Sauria,5.8,0.765,0.6,-0.250,9.7%
Anolis_milleri,Reptilia,Sauria,1.7,0.229,0.2,-0.785,9.7%
Aspidoscelis_hyperythrus,Reptilia,Sauria,5.5,0.743,0.5,-0.271,9.7%
Podarcis_milensis,Reptilia,Sauria,4.0,0.598,0.4,-0.415,9.7%
Anolis_ortonii,Reptilia,Sauria,1.9,0.282,0.2,-0.730,9.7%
Pristurus_obsti,Reptilia,Sauria,1.0,0.009,0.1,-1.002,9.7%
Aspidoscelis_velox,Reptilia,Sauria,11.6,1.066,1.1,0.055,9.7%
Cordylus_jonesii,Reptilia,Sauria,8.6,0.934,0.8,-0.077,9.7%
Xantusia_sanchezi,Reptilia,Sauria,2.4,0.382,0.2,-0.628,9.8%
Cophoscincopus_greeri,Reptilia,Sauria,3.2,0.507,0.3,-0.503,9.8%
Gallotia_caesaris,Reptilia,Sauria,9.0,0.956,0.9,-0.054,9.8%
Ctenophorus_fordi,Reptilia,Sauria,4.3,0.637,0.4,-0.373,9.8%
Callisaurus_draconoides,Reptilia,Sauria,11.2,1.049,1.1,0.040,9.8%
Phrynocephalus_mystaceus,Reptilia,Sauria,14.3,1.156,1.4,0.146,9.8%
Darevskia_unisexualis,Reptilia,Sauria,4.9,0.690,0.5,-0.319,9.8%
